Code;Product label;Exported value in 2018-Q3;Exported value in 2018-Q4;Exported value in 2019-Q1;Exported value in 2019-Q2;Exported value in 2019-Q3;Exported value in 2019-Q4;Exported value in 2020-Q1;Exported value in 2020-Q2;Exported value in 2020-Q3;Exported value in 2020-Q4;Exported value in 2021-Q1;Exported value in 2021-Q2;Exported value in 2021-Q3;Exported value in 2021-Q4;Exported value in 2022-Q1;Exported value in 2022-Q2;Exported value in 2022-Q3;Exported value in 2022-Q4;Exported value in 2023-Q1;Exported value in 2023-Q2;
640419;"Footwear with outer soles of rubber or plastics and uppers of textile materials (excl. sports ...";2335;3814;4099;3619;3030;3074;2845;1160;2520;2137;3759;2822;1731;1481;1781;2025;3120;3885;3919;3095;
420330;"Belts and bandoliers, of leather or composition leather";1438;1582;1351;1506;1371;1902;1973;300;1620;2271;1041;1220;2038;2333;2152;1717;1794;1867;1496;1952;
420310;"Articles of apparel, of leather or composition leather (excl. clothing accessories, footware ...";970;1411;1182;1411;1203;1261;844;254;1428;1443;225;433;857;856;901;1123;2274;1926;1254;1699;
640359;"Footwear with outer soles and uppers of leather (excl. covering the ankle, incorporating a ...";1500;2916;2805;3540;2179;1928;1754;708;1344;1271;3060;1322;1417;1750;1970;1172;1356;903;1686;1454;
420222;"Handbags, whether or not with shoulder straps, incl. those without handles, with outer surface ...";362;343;487;316;971;827;623;382;1608;1173;490;737;617;767;783;609;660;1142;1312;1358;
420329;"Gloves, mittens and mitts, of leather or composition leather (excl. special sports gloves)";1241;1818;1874;1341;853;1297;1111;770;1239;2137;1857;2223;1588;2012;1852;1538;785;1378;1180;1318;
640620;"Outer soles and heels, of rubber or plastics";826;1118;947;856;741;1173;979;443;832;1238;1450;1278;957;1755;1791;1710;1096;1660;1186;1096;
420299;"Travelling-bags, shopping or tool bags, jewellery boxes, cutlery cases and similar, with outer ...";649;728;842;959;913;1056;980;318;565;725;1137;1642;2294;1595;1122;1031;763;1095;1270;1017;
640340;"Footwear, incorporating a protective metal toecap, with outer soles of rubber, plastics, leather ...";35;3;12;2;6;1065;978;239;594;716;760;816;761;876;784;935;1354;1483;911;988;
420231;"Wallets, purses, key-pouches, cigarette-cases, tobacco-pouches and similar articles carried ...";921;1037;886;918;674;1024;900;238;545;651;528;515;406;855;638;641;538;835;714;917;
420212;"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers, ...";46;54;201;147;91;85;119;269;256;124;52;167;54;85;301;1638;2412;1770;1035;894;
640510;"Footwear with uppers of leather or composition leather (excl. with outer soles of rubber, plastics, ...";5451;5832;4427;4939;5813;2925;3000;1107;3447;3831;2794;4154;3656;3560;1229;773;790;942;1090;878;
420211;"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers, ...";884;849;1079;866;833;828;472;37;226;283;207;134;409;355;267;300;474;612;547;702;
420291;"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...";300;226;290;605;340;364;281;186;180;129;304;255;132;435;391;461;741;538;682;617;
640411;"Sports footwear, incl. tennis shoes, basketball shoes, gym shoes, training shoes and the like, ...";547;272;254;179;143;315;297;150;216;315;211;184;221;259;193;282;358;923;1007;533;
640319;"Sports footwear, with outer soles of rubber, plastics, leather or composition leather and uppers ...";44;92;301;147;74;80;246;435;975;810;1299;708;649;296;129;135;407;634;41;468;
640192;"Waterproof footwear covering the ankle, but not the knee, with outer soles and uppers of rubber ...";1357;1984;1950;2149;1745;1574;252;426;1363;1620;1767;2067;2085;3046;2263;2801;2344;3496;3072;454;
420232;"Wallets, purses, key-pouches, cigarette-cases, tobacco-pouches and similar articles carried ...";359;405;495;657;380;608;455;392;304;199;360;450;289;398;473;625;301;356;312;414;
420500;"Articles of leather or composition leather (excl. saddlery and harness bags; cases and similar ...";566;551;692;790;811;713;272;213;346;550;765;464;572;631;697;399;342;556;385;407;
420292;"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...";411;344;387;336;271;344;392;193;424;358;327;529;277;434;523;423;227;417;611;371;
640420;"Footwear with outer soles of leather or composition leather and uppers of textile materials ...";162;129;105;118;117;136;69;299;493;124;219;265;114;119;430;476;260;239;290;260;
420229;"Handbags, whether or not with shoulder strap, incl. those without handle, with outer surface ...";226;37;151;140;60;136;105;53;188;175;307;294;251;300;388;358;291;743;198;200;
640351;"Footwear with outer soles and uppers of leather, covering the ankle (excl. incorporating a ...";434;390;526;1526;746;873;347;90;277;396;165;230;375;517;158;255;357;384;212;194;
640320;"Footwear with outer soles of leather, and uppers which consist of leather straps across the ...";122;51;5;68;15;23;25;18;30;55;44;75;18;0;12;12;1;0;231;188;
420219;"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers ...";18;13;12;31;8;31;7;2;10;27;97;47;97;140;151;93;95;54;180;101;
640220;"Footwear with outer soles and uppers of rubber or plastics, with upper straps or thongs assembled ...";0;4;2;6;2;1;0;5;0;0;0;33;85;0;130;6;6;64;11;73;
640520;"Footwear with uppers of textile materials (excl. with outer soles of rubber, plastics, leather ...";1041;974;1178;1021;480;819;593;55;147;249;6;22;23;21;38;35;15;25;9;54;
640199;"Waterproof footwear covering neither the ankle nor the knee, with outer soles and uppers of ...";52;70;90;193;178;186;0;22;109;118;192;164;71;109;137;134;165;277;268;49;
420239;"Wallets, purses, key-cases, cigarette-cases, tobacco-pouches and similar articles of a kind ...";2;2;1;8;6;1;4;3;1;1;36;9;11;0;0;3;64;0;1;20;
420340;"Clothing accessories of leather or composition leather (excl. gloves, mittens and mitts, belts, ...";15;14;6;44;15;12;24;14;26;18;26;17;20;21;3;138;12;28;6;12;
640219;"Sports footwear with outer soles and uppers of rubber or plastics (excl. waterproof footwear ...";2304;1603;1409;1452;1206;298;137;23;753;284;0;228;1153;790;29;380;409;62;79;7;
640110;"Waterproof footwear incorporating a protective metal toecap, with outer soles and uppers of ...";6;1;1;20;0;8;4;1;3;0;3;4;1;4;0;1;2;6;2;1;
410110;"Whole raw bovine hides and skins, weighing <= 8 kg when dried, <= 10 kg when dry-salted and ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410122;"Raw butts and bends of bovine animals, fresh or wet-salted, whether or not dehaired or split";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410130;"Raw hides and skins of bovine animals, dry-salted, limed, pickled or otherwise preserved, whether ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410140;"Raw hides and skins of equine animals, fresh or salted, dried, limed, pickled or otherwise ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410210;"Raw skins of sheep or lambs, with wool on, fresh or salted, dried, limed, pickled or otherwise ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410221;"Raw skins of sheep or lambs, without wool on, pickled, whether or not split";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;
410229;"Raw skins of sheep or lambs, without wool on, fresh or salted, dried, limed or otherwise preserved, ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410310;"Raw hides and skins of goats or kids, fresh or salted, dried, limed, pickled or otherwise preserved, ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410390;"Raw hides and skins, fresh, or salted, dried, limed, pickled or otherwise preserved, whether ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410410;"Leather of whole hides of bovine animals, with a surface area of <= 2,6 mý, dehaired (excluding ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410421;"Bovine leather, dehaired, vegetable pre-tanned only, whether or not split (excluding leather ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410422;"Bovine leather, dehaired, mineral or synthetic pre-tanned only, whether or not split (excluding ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410429;"Bovine and equine leather, dehaired, tanned or pretanned only, whether or not split (excluding ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410431;"Full grains and full grain splits of bovine and equine animals, dehaired, prepared after tanning";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410439;"Bovine and equine leather, dehaired, prepared after tanning, incl. parchment-dressed (excluding ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410511;"Sheep or lambskin leather, vegetable pre-tanned only, whether or not split";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410512;"Sheep or lambskin leather, without wool on, mineral or synthetic pre-tanned only, whether or ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410519;"Sheep or lambskin leather, without wool on, tanned only, whether or not split (excluding pre-tanned ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410520;"Sheep or lambskin leather, without wool on, prepared after tanning, incl. parchment-dressed ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410611;"Goat or kidskin leather, dehaired, vegetable pre-tanned only, whether or not split";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410612;"Goat or kidskin leather, dehaired, mineral or synthetic pre-tanned only, whether or not split";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410619;"Goat or kidskin leather, dehaired, tanned only, whether or not split (excluding pre-tanned ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410620;"Goat or kidskin leather, dehaired, prepared after tanning or parchment-dressed (excluding chamois ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410710;"Leather of swine, dehaired (excluding chamois leather, patent leather, patent laminated leather ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410729;"Leather of reptiles (excluding vegetable pre-tanned only, plus chamois leather, patent leather, ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410790;"Leather of antelopes, deer, elks, elephants and other animals, incl. sea animals, dehaired, ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410800;"Chamois leather, incl. combination chamois leather (excluding glac‚-tanned leather subsequently ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410900;"Patent leather and patent laminated leather; metallized leather (excluding lacquered or metallized ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
411000;"Parings and other waste of leather, parchment-dressed leather or composition leather, not suitable ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
411100;"Composition leather based on leather or leather fibre, in slabs, sheets or strip, whether or ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
420321;"Specially designed gloves for use in sport, of leather or composition leather";0;1;0;0;0;1;0;0;14;12;2;0;0;0;0;0;0;2;0;0;
420400;"Articles for technical use, of leather or composition leather";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
640191;"Waterproof footwear covering the knee, with outer soles and uppers of rubber or of plastics, ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
640212;"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles and uppers of rubber ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
640230;"Footwear, incorporating a protective metal toecap, with outer soles and uppers of rubber or ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
640312;"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles of rubber, plastics, ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
640330;"Footwear with leather uppers, made on a base or platform of wood, with neither an inner sole ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
640691;"Parts of footwear, of wood";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
640699;"Parts of footwear (excluding outer soles and heels of rubber or plastics, uppers and parts ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
