Code;Product label;Exported value in 2004-Q2;Exported value in 2004-Q3;Exported value in 2004-Q4;Exported value in 2005-Q1;Exported value in 2005-Q2;Exported value in 2005-Q3;Exported value in 2005-Q4;Exported value in 2006-Q1;Exported value in 2006-Q2;Exported value in 2006-Q3;Exported value in 2006-Q4;Exported value in 2007-Q1;Exported value in 2007-Q2;Exported value in 2007-Q3;Exported value in 2007-Q4;Exported value in 2008-Q1;Exported value in 2008-Q2;Exported value in 2008-Q3;Exported value in 2008-Q4;Exported value in 2009-Q1;
640351;"Footwear with outer soles and uppers of leather, covering the ankle (excl. incorporating a ...";1;152;14;4;32;174;136;24;14;149;15;7;4;248;156;84;439;367;35;153;
640191;"Waterproof footwear covering the knee, with outer soles and uppers of rubber or of plastics, ...";225;240;55;106;25;54;84;43;71;16;65;124;92;18;50;130;108;25;62;150;
420229;"Handbags, whether or not with shoulder strap, incl. those without handle, with outer surface ...";154;175;382;416;214;187;261;342;411;495;260;346;321;264;265;216;102;212;118;134;
640320;"Footwear with outer soles of leather, and uppers which consist of leather straps across the ...";54;74;5;94;1;0;1;3;14;0;0;21;27;44;2;77;43;118;4;102;
640420;"Footwear with outer soles of leather or composition leather and uppers of textile materials ...";163;102;124;61;68;271;109;116;110;216;136;127;91;279;244;318;162;297;226;86;
420212;"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers, ...";382;110;113;260;109;114;258;101;126;22;33;33;42;38;59;24;24;23;86;41;
420239;"Wallets, purses, key-cases, cigarette-cases, tobacco-pouches and similar articles of a kind ...";53;56;83;44;52;46;55;50;60;88;62;74;114;154;74;74;74;87;75;39;
640291;"Footwear covering the ankle, with outer soles and uppers of rubber or plastics (excl. waterproof ...";28;45;76;5;0;108;11;0;620;973;361;0;1493;1982;704;115;1808;3167;363;35;
420219;"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers ...";340;540;634;456;335;90;143;92;46;84;51;62;65;33;15;54;47;22;66;31;
640199;"Waterproof footwear covering neither the ankle nor the knee, with outer soles and uppers of ...";0;0;0;1;841;292;36;2019;2109;1259;270;7;36;57;53;43;16;21;56;24;
420340;"Clothing accessories of leather or composition leather (excl. gloves, mittens and mitts, belts, ...";50;2;5;2;14;27;8;2;26;8;46;23;33;107;24;769;51;86;50;20;
420292;"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...";538;438;616;332;749;509;395;109;62;20;25;34;39;23;33;7;38;82;46;13;
640312;"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles of rubber, plastics, ...";0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;12;
640220;"Footwear with outer soles and uppers of rubber or plastics, with upper straps or thongs assembled ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;10;
420232;"Wallets, purses, key-pouches, cigarette-cases, tobacco-pouches and similar articles carried ...";7;5;96;39;18;17;110;13;8;5;89;7;8;21;269;14;18;16;56;8;
420291;"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...";721;174;154;1801;2648;1267;1470;4377;2477;2514;56;81;14;28;984;20;36;7;468;6;
410390;"Raw hides and skins, fresh, or salted, dried, limed, pickled or otherwise preserved, whether ...";14;0;6;0;19;0;23;0;0;23;0;0;0;24;288;0;12;0;0;2;
640110;"Waterproof footwear incorporating a protective metal toecap, with outer soles and uppers of ...";0;0;0;0;6;0;0;2;0;0;0;0;3;0;21;1;0;0;8;1;
640691;"Parts of footwear, of wood";0;0;0;0;0;0;2;0;9;0;2;0;0;1;0;32;8;0;1;1;
410110;"Whole raw bovine hides and skins, weighing <= 8 kg when dried, <= 10 kg when dry-salted and ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410122;"Raw butts and bends of bovine animals, fresh or wet-salted, whether or not dehaired or split";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410130;"Raw hides and skins of bovine animals, dry-salted, limed, pickled or otherwise preserved, whether ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410140;"Raw hides and skins of equine animals, fresh or salted, dried, limed, pickled or otherwise ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410210;"Raw skins of sheep or lambs, with wool on, fresh or salted, dried, limed, pickled or otherwise ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
410221;"Raw skins of sheep or lambs, without wool on, pickled, whether or not split";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410229;"Raw skins of sheep or lambs, without wool on, fresh or salted, dried, limed or otherwise preserved, ...";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410310;"Raw hides and skins of goats or kids, fresh or salted, dried, limed, pickled or otherwise preserved, ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;227;0;
410410;"Leather of whole hides of bovine animals, with a surface area of <= 2,6 mý, dehaired (excluding ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410421;"Bovine leather, dehaired, vegetable pre-tanned only, whether or not split (excluding leather ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410422;"Bovine leather, dehaired, mineral or synthetic pre-tanned only, whether or not split (excluding ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410429;"Bovine and equine leather, dehaired, tanned or pretanned only, whether or not split (excluding ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410431;"Full grains and full grain splits of bovine and equine animals, dehaired, prepared after tanning";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410439;"Bovine and equine leather, dehaired, prepared after tanning, incl. parchment-dressed (excluding ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410511;"Sheep or lambskin leather, vegetable pre-tanned only, whether or not split";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410512;"Sheep or lambskin leather, without wool on, mineral or synthetic pre-tanned only, whether or ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410519;"Sheep or lambskin leather, without wool on, tanned only, whether or not split (excluding pre-tanned ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410520;"Sheep or lambskin leather, without wool on, prepared after tanning, incl. parchment-dressed ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410611;"Goat or kidskin leather, dehaired, vegetable pre-tanned only, whether or not split";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410612;"Goat or kidskin leather, dehaired, mineral or synthetic pre-tanned only, whether or not split";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410619;"Goat or kidskin leather, dehaired, tanned only, whether or not split (excluding pre-tanned ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410620;"Goat or kidskin leather, dehaired, prepared after tanning or parchment-dressed (excluding chamois ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410710;"Leather of swine, dehaired (excluding chamois leather, patent leather, patent laminated leather ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410729;"Leather of reptiles (excluding vegetable pre-tanned only, plus chamois leather, patent leather, ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410790;"Leather of antelopes, deer, elks, elephants and other animals, incl. sea animals, dehaired, ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410800;"Chamois leather, incl. combination chamois leather (excluding glac‚-tanned leather subsequently ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
410900;"Patent leather and patent laminated leather; metallized leather (excluding lacquered or metallized ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
411000;"Parings and other waste of leather, parchment-dressed leather or composition leather, not suitable ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
411100;"Composition leather based on leather or leather fibre, in slabs, sheets or strip, whether or ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
420321;"Specially designed gloves for use in sport, of leather or composition leather";7;5;16;3;4;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;
420400;"Articles for technical use, of leather or composition leather";0;1;3;0;0;0;0;4;0;0;0;0;0;28;1;0;0;0;0;0;
640212;"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles and uppers of rubber ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
640219;"Sports footwear with outer soles and uppers of rubber or plastics (excl. waterproof footwear ...";44;25;19;0;1;5;7;48;0;0;0;23;8;0;0;0;11;30;0;0;
640230;"Footwear, incorporating a protective metal toecap, with outer soles and uppers of rubber or ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
640330;"Footwear with leather uppers, made on a base or platform of wood, with neither an inner sole ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
