Code	Product label	Exported value in 2004-Q2	Exported value in 2004-Q3	Exported value in 2004-Q4	Exported value in 2005-Q1	Exported value in 2005-Q2	Exported value in 2005-Q3	Exported value in 2005-Q4	Exported value in 2006-Q1	Exported value in 2006-Q2	Exported value in 2006-Q3	Exported value in 2006-Q4	Exported value in 2007-Q1	Exported value in 2007-Q2	Exported value in 2007-Q3	Exported value in 2007-Q4	Exported value in 2008-Q1	Exported value in 2008-Q2	Exported value in 2008-Q3	Exported value in 2008-Q4	Exported value in 2009-Q1	
220421	"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ..."	438	144	145	161	153	153	113	212	251	144	167	1131	1608	268	462	468	1160	870	492	1266	
070810	"Fresh or chilled peas "Pisum sativum", shelled or unshelled"	115	0	402	1011	191	0	171	1523	119	0	483	1540	192	0	338	275	81	69	180	1264	
090210	"Green tea in immediate packings of <= 3 kg"	173	380	537	349	521	945	491	565	862	769	832	848	852	478	989	1270	1907	1142	909	1136	
210410	"Soups and broths and preparations therefor"	249	1055	401	332	283	1059	248	413	1219	1167	68	243	1816	1748	696	1320	2200	1988	710	1070	
080212	"Fresh or dried almonds, shelled"	1247	1769	3577	4012	3165	2206	1878	1874	1676	2034	1824	1556	1927	911	1195	1684	1275	698	1738	1067	
200819	"Nuts and other seeds, incl. mixtures, prepared or preserved (excl. prepared or preserved with ..."	0	0	0	0	138	0	134	377	585	271	194	343	680	727	634	827	673	1248	777	1063	
071290	"Dried vegetables and mixtures of vegetables, whole, cut, sliced, broken or in powder, but not ..."	63	364	180	104	17	290	623	107	5	100	573	214	46	23	151	104	214	114	72	1060	
150910	"Virgin olive oil and its fractions obtained from the fruit of the olive tree solely by mechanical ..."	14146	148	435	11194	6074	9724	54431	41643	15917	6278	454	1270	2846	480	2146	840	1318	955	1188	1048	
081020	"Fresh raspberries, blackberries, mulberries and loganberries"	0	0	1	31	4	0	54	78	0	0	123	332	1040	0	175	1034	1761	108	1346	1026	
091020	"Saffron"	0	0	0	1	4	4	0	0	0	0	0	1	1	0	21	39	0	12	21	1015	
060120	"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory ..."	28	0	0	180	54	91	54	54	100	15	0	378	563	147	1	84	28	965	17	912	
220429	"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ..."	4285	511	3321	2827	3428	341	2383	2255	2322	3043	366	412	4841	2615	204	1917	5449	618	103	885	
160419	"Prepared or preserved fish, whole or in pieces (excl. minced, merely smoked, and salmon, herrings, ..."	34	275	182	57	2	11	27	34	594	1184	1824	1419	66	590	795	555	500	1033	522	882	
070690	"Fresh or chilled salad beetroot, salsify, celeriac, radishes and similar edible roots (excl. ..."	22	26	297	449	58	22	543	449	212	1	317	542	111	21	1038	651	363	301	531	862	
060220	"Edible fruit or nut trees, shrubs and bushes, whether or not grafted"	57	11	46	814	124	197	82	1290	146	158	219	1307	1044	508	401	2638	492	360	830	857	
091040	"Thyme and bay leaves"	312	369	526	524	295	517	393	402	243	843	636	485	465	643	878	575	753	1791	915	836	
200210	"Tomatoes, whole or in pieces, prepared or preserved otherwise than by vinegar or acetic acid"	56	67	149	76	328	273	172	232	463	262	372	542	990	499	705	757	1756	1289	502	824	
081190	"Frozen fruit and nuts, uncooked or cooked by steaming or boiling in water, whether or not sweetened ..."	1966	2595	553	566	2869	1847	712	966	2581	2857	863	1005	1814	2195	1419	1373	3345	5841	892	770	
120991	"Vegetable seeds, for sowing"	302	555	256	714	137	871	132	409	160	650	277	360	417	967	112	486	101	649	219	722	
070529	"Fresh or chilled chicory (excl. witloof chicory)"	44	0	91	536	117	0	140	731	108	0	191	815	185	0	4	142	64	0	124	699	
070700	"Cucumbers and gherkins, fresh or chilled"	126	3	769	1007	250	34	491	2112	134	3	1292	3160	154	81	691	526	153	0	529	698	
070390	"Leeks and other alliaceous vegetables, fresh or chilled (excl. onions, shallots and garlic)"	305	90	316	431	619	107	295	370	435	44	433	623	871	68	448	762	1350	19	239	692	
070890	"Fresh or chilled leguminous vegetables, shelled or unshelled (excl. peas "Pisum sativum" and ..."	36	0	117	517	23	0	141	758	204	77	220	666	48	3	193	518	184	0	212	691	
090230	"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings ..."	274	374	640	656	248	392	669	492	651	577	898	700	842	858	1142	1345	1458	838	831	658	
210210	"Active yeasts"	415	155	126	312	262	369	563	80	584	472	324	283	647	319	99	714	844	291	602	650	
170310	"Cane molasses resulting from the extraction or refining of sugar"	759	735	278	1760	767	40	348	344	1206	633	652	344	0	427	0	231	0	0	0	636	
200320	"Truffles, prepared or preserved otherwise than by vinegar or acetic acid"	240	123	44	281	26	200	1	256	17	253	49	301	166	232	474	297	62	387	46	613	
190590	"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ..."	207	373	285	187	309	246	262	240	223	244	246	581	724	856	792	766	822	590	490	609	
071320	"Dried, shelled chickpeas "garbanzos", whether or not skinned or split"	1951	897	553	477	91	353	358	0	79	76	56	0	0	71	0	26	182	19	48	563	
010690	"Live animals (excl. mammals, reptiles, birds, insects, fish, crustaceans, molluscs and other ..."	822	433	192	929	558	483	349	1082	1126	506	377	0	0	899	853	1263	1371	893	96	540	
100620	"Husked or brown rice"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2271	0	278	537	
170390	"Beet molasses resulting from the extraction or refining of sugar"	1124	1855	1390	569	0	785	900	1429	871	3477	1786	970	1188	916	0	0	1142	1161	1386	493	
160414	"Prepared or preserved tunas, skipjack and Atlantic bonito, whole or in pieces (excl. minced)"	177	289	397	205	1201	1993	2769	2603	4178	5130	3640	2609	2809	1882	2669	1663	1411	794	767	488	
180690	"Chocolate and other preparations containing cocoa, in containers or immediate packings of <= ..."	1	0	0	59	0	0	21	281	498	380	290	20	197	14	322	92	63	160	119	476	
080540	"Fresh or dried grapefruit and pomelos"	130	0	22	250	0	0	117	158	52	0	40	411	397	0	124	202	120	0	168	464	
190531	"Sweet biscuits"	33	106	2	76	85	124	69	39	75	43	27	91	345	328	432	681	525	276	323	440	
070910	"Fresh or chilled globe artichokes"	722	49	2	443	484	0	238	304	501	84	24	251	890	116	138	309	218	51	8	439	
081040	"Fresh cranberries, bilberries and other fruits of the genus Vaccinium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	1189	0	0	429	
230400	"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ..."	0	0	0	0	0	0	0	0	0	0	33	0	0	534	707	588	338	358	1116	413	
160590	"Molluscs and aquatic invertebrates, prepared or preserved"	0	207	411	584	653	134	691	983	1228	671	278	1140	446	590	1218	280	791	360	135	404	
200980	"Juice of fruit or vegetables, unfermented, whether or not containing added sugar or other sweetening ..."	0	0	0	28	0	21	1	0	1	0	2	4	9	12	0	0	13	6	2	398	
070511	"Fresh or chilled cabbage lettuce"	0	0	0	0	7	0	16	147	0	0	86	99	0	0	66	101	0	0	3	388	
071080	"Vegetables, uncooked or cooked by steaming or by boiling in water, frozen (excl. potatoes, ..."	268	189	82	172	184	22	100	227	82	42	97	37	81	37	42	54	168	84	18	387	
220830	"Whiskies"	0	0	0	0	0	0	0	143	209	173	201	0	0	0	0	0	102	14	67	373	
071190	"Vegetables and mixtures of vegetables provisionally preserved, e.g. by sulphur dioxide gas, ..."	671	284	328	262	439	457	429	323	549	397	700	539	382	237	297	358	484	390	209	367	
151710	"Margarine (excl. liquid)"	719	391	488	527	383	361	341	479	452	561	570	471	354	365	893	450	395	663	303	346	
070310	"Fresh or chilled onions and shallots"	236	70	196	507	111	121	460	2762	472	123	124	329	1260	254	72	349	616	248	165	341	
200919	"Orange juice, unfermented, whether or not containing added sugar or other sweetening matter ..."	618	7	0	35	23	119	0	31	27	102	6	103	82	67	0	0	357	875	100	299	
040700	"Birds' eggs, in shell, fresh, preserved or cooked"	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	88	266	262	
210420	"Food preparations consisting of finely homogenised mixtures of two or more basic ingredients, ..."	0	0	0	0	0	0	54	0	90	0	0	0	4	0	0	77	262	332	318	262	
070610	"Fresh or chilled carrots and turnips"	25	9	22	53	3	32	34	78	85	1	24	112	56	5	12	77	191	0	67	244	
160100	"Sausages and similar products, of meat, meat offal, blood or insects; food preparations based ..."	0	0	13	22	25	41	25	38	90	83	208	151	0	109	186	139	40	138	86	241	
080930	"Fresh peaches, incl. nectarines"	3181	7	1	52	6839	7	0	56	4908	2	0	1039	4116	15	0	582	3740	0	0	232	
071350	"Dried, shelled broad beans "Vicia faba var. major" and horse beans "Vicia faba var. equina ..."	199	1199	24	49	480	519	1	172	256	792	135	556	332	201	126	31	305	1175	329	229	
160231	"Meat or offal of turkeys "Gallus domesticus", prepared or preserved (excl. sausages and similar ..."	0	0	2	0	0	17	0	27	0	4	0	44	92	210	166	173	152	286	72	227	
520291	"Garnetted stock of cotton"	28	0	0	0	0	0	33	34	73	13	40	0	0	0	21	0	0	0	102	227	
070951	"Fresh or chilled mushrooms of the genus "Agaricus""	36	10	0	0	0	0	17	158	24	0	2	259	121	0	0	37	160	0	65	222	
180632	"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg (excl. ..."	0	0	0	0	1	0	0	65	75	65	59	2	0	0	0	0	34	12	23	211	
170410	"Chewing gum, whether or not sugar-coated"	210	149	170	40	311	317	595	353	717	749	437	196	428	468	430	471	187	288	2334	202	
070490	"Fresh or chilled cabbages, kohlrabi, kale and similar edible brassicas (excl. cauliflowers, ..."	0	0	24	1	22	2	0	102	196	293	314	563	251	19	381	272	206	1	28	200	
071333	"Dried, shelled kidney beans "Phaseolus vulgaris", whether or not skinned or split"	75	2	0	16	37	0	19	191	140	1	82	219	34	0	4	0	0	0	0	198	
330130	"Resinoids"	93	42	85	144	37	0	62	160	50	113	171	172	122	186	49	181	254	32	100	195	
240210	"Cigars, cheroots and cigarillos containing tobacco"	0	0	0	0	0	0	0	60	93	122	89	0	0	0	0	0	41	1	44	168	
071029	"Leguminous vegetables, shelled or unshelled, uncooked or cooked by steaming or by boiling in ..."	82	51	2	0	10	0	0	0	0	0	0	45	106	0	0	29	0	0	0	160	
151000	"Other oils and their fractions, obtained solely from olives, whether or not refined, but not ..."	2661	192	0	0	114	0	230	227	0	125	1	807	71	38	0	2129	2	2160	525	160	
160239	"Prepared or preserved meat or meat offal of ducks, geese and guinea fowl of the species domesticus ..."	0	0	0	0	0	0	0	0	0	0	0	10	38	63	1	0	144	170	0	155	
150990	"Olive oil "EU cat. 4 and 5" and fractions obtained from the fruit of the olive tree solely ..."	5472	0	61	10067	7904	9263	5686	4119	163	1616	2	2	4176	15	1010	166	1936	2015	24	154	
090420	"Fruits of the genus Capsicum or of the genus Pimenta, dried or crushed or ground"	54	73	529	309	56	174	262	273	237	95	211	137	177	43	318	28	291	152	1	141	
200990	"Mixtures of fruit juices, incl. grape must, and vegetable juices, unfermented, whether or not ..."	2	3	0	0	0	24	0	1	19	0	0	13	0	6	0	0	9	0	25	137	
080711	"Fresh watermelons"	950	13	1	229	2742	8	0	61	1429	36	0	372	2359	47	0	153	2766	252	1	136	
240120	"Tobacco, partly or wholly stemmed or stripped, otherwise unmanufactured"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	
200559	"Unshelled beans "Vigna spp., Phaseolus spp.", prepared or preserved otherwise than by vinegar ..."	240	408	239	216	150	233	231	73	288	495	372	171	96	267	340	406	225	309	302	119	
100190	"Wheat and meslin (excluding durum wheat)"	0	50	0	0	0	1	30	0	0	0	0	0	0	0	19	0	0	0	0	114	
200110	"Cucumbers and gherkins, prepared or preserved by vinegar or acetic acid"	632	3311	1246	1085	1031	1798	1402	1292	853	643	336	203	160	238	688	521	107	1221	558	104	
200490	"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar or acetic ..."	90	75	13	58	33	27	54	111	47	197	264	20	280	207	241	242	308	161	12	104	
330122	"Oils of jasmin, whether or not terpeneless, incl. concretes and absolutes"	0	14	28	10	0	9	68	28	7	30	19	61	34	67	12	0	61	50	0	104	
220110	"Mineral waters and aerated waters, not containing added sugar, other sweetening matter or flavoured"	5	6	26	16	16	14	9	9	11	32	27	18	132	35	28	14	43	46	59	101	
150410	"Fish-liver oils and their fractions, whether or not refined (excl. chemically modified)"	0	0	0	0	0	0	0	105	178	227	64	152	255	90	269	727	2863	1058	241	100	
190219	"Uncooked pasta, not stuffed or otherwise prepared, not containing eggs"	9	11	11	9	7	14	8	13	13	22	26	30	23	35	7	96	54	132	23	95	
220890	"Ethyl alcohol of an alcoholic strength of < 80% vol, not denatured; spirits and other spirituous ..."	0	0	0	0	0	0	0	27	48	48	54	0	0	0	116	28	38	67	184	95	
060210	"Unrooted cuttings and slips"	82	21	6	167	73	38	29	335	47	572	18	122	94	3	0	61	0	4	4	94	
170230	"Glucose in solid form and glucose syrup, not containing added flavouring or colouring matter ..."	286	255	355	116	203	165	258	249	97	210	291	436	33	72	164	0	3	216	119	92	
220860	"Vodka"	0	0	0	0	0	0	0	30	35	38	38	0	0	0	0	0	16	4	17	92	
200830	"Citrus fruit, prepared or preserved, whether or not containing added sugar or other sweetening ..."	39	5	6	102	63	17	17	40	97	32	28	58	84	17	46	41	143	98	32	91	
200880	"Strawberries, prepared or preserved, whether or not containing added sugar or other sweetening ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	2	0	25	91	
220210	"Waters, incl. mineral and aerated, with added sugar, sweetener or flavour, for direct consumption ..."	28	127	95	1	661	1403	184	57	483	426	316	118	588	113	1	41	16	149	62	91	
081120	"Frozen raspberries, blackberries, mulberries, loganberries, black-, white- or red currants ..."	0	0	0	0	59	1	0	0	0	0	0	0	12	3	0	34	162	135	0	90	
060290	"Live plants, incl. their roots, and mushroom spawn (excl. bulbs, tubers, tuberous roots, corms, ..."	283	142	229	617	307	93	223	415	314	79	311	325	130	24	38	223	105	49	178	85	
020734	"Fresh or chilled edible fatty livers of ducks or geese of the species domesticus"	0	0	1	0	0	0	0	11	41	11	71	55	83	55	179	114	88	89	223	82	
210390	"Preparations for sauces and prepared sauces; mixed condiments and seasonings (excl. soya sauce, ..."	5	16	1	0	75	35	26	0	16	62	44	58	90	151	80	1	105	7	73	82	
330125	"Oils of mints, whether or not terpeneless, incl. concretes and absolutes (excl. those of peppermint ..."	12	258	33	33	74	89	22	33	51	58	38	123	35	214	185	135	32	305	127	72	
151219	"Sunflower-seed or safflower oil and their fractions, whether or not refined, but not chemically ..."	12	0	80	100	50	0	207	1997	333	1519	4210	1619	919	365	1419	809	610	6572	801	68	
160300	"Extracts and juices of meat, fish or crustaceans, molluscs and other aquatic invertebrates"	92	91	121	85	113	78	166	56	98	100	91	88	90	92	172	60	140	111	133	68	
220300	"Beer made from malt"	66	82	76	163	192	231	122	113	107	131	23	121	20	166	136	362	302	343	175	68	
180631	"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg, filled"	0	0	0	8	0	0	0	25	18	37	24	0	0	0	0	25	11	4	12	66	
200799	"Jams, jellies, marmalades, purées or pastes of fruit, obtained by cooking, whether or not containing ..."	5	1	2	2	2	25	56	1	31	82	33	15	62	54	13	44	77	21	71	65	
210320	"Tomato ketchup and other tomato sauces"	40	26	19	7	13	5	33	3	28	35	30	8	36	50	84	6	19	75	11	65	
071021	"Shelled or unshelled peas "Pisum sativum", uncooked or cooked by steaming or by boiling in ..."	0	0	0	0	0	0	1	35	0	0	0	0	0	0	0	0	0	0	5	61	
090411	"Pepper of the genus Piper, neither crushed nor ground"	78	23	92	75	75	23	74	48	74	25	40	41	117	123	75	51	130	66	56	59	
200390	"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid (excl. ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	
240310	"Smoking tobacco, whether or not containing tobacco substitutes in any proportion"	0	0	0	0	0	0	0	6	3	2	1	0	0	0	0	0	23	1	14	58	
100510	"Maize seed for sowing"	0	0	0	0	0	17	0	16	31	0	0	7	31	22	23	56	82	56	29	57	
220820	"Spirits obtained by distilling grape wine or grape marc"	0	0	0	0	0	0	0	24	31	25	31	2	17	3	4	0	24	22	19	55	
051199	"Products of animal origin, n.e.s., dead animals, unfit for human consumption (excl. fish, crustaceans, ..."	0	0	0	1	0	0	0	1	26	0	0	1	0	0	0	2	0	0	63	53	
090910	"Seeds of anise or badian"	0	5	24	11	8	0	8	16	13	11	19	20	9	4	4	4	9	16	9	52	
040690	"Cheese (excl. fresh cheese, incl. whey cheese, curd, processed cheese, blue-veined cheese and ..."	2	3	1	0	1	0	0	0	0	1154	0	0	0	0	0	0	0	174	0	49	
070970	"Fresh or chilled spinach, New Zealand spinach and orache spinach"	6	0	70	108	20	2	107	126	9	0	131	231	9	1	45	156	5	0	13	49	
100630	"Semi-milled or wholly milled rice, whether or not polished or glazed"	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	1769	210	0	47	
200911	"Frozen orange juice, unfermented, whether or not containing added sugar or other sweetening ..."	0	0	0	0	0	0	0	0	0	385	0	24	10	288	0	57	222	435	32	46	
110319	"Groats and meal of cereals (excl. wheat and maize)"	52	33	77	48	85	37	15	53	71	92	41	49	164	68	113	134	155	117	76	45	
130219	"Vegetable saps and extracts (excl. liquorice, hops, opium and ephedra)"	4	0	0	0	40	0	46	0	35	109	49	45	100	64	51	26	144	152	42	45	
200912	"Orange juice, unfermented, Brix value <= 20 at 20°C, whether or not containing added sugar ..."	0	0	0	0	0	0	0	0	0	0	0	0	52	57	50	0	20	18	0	44	
350510	"Dextrins and other modified starches, e.g. pregelatinised or esterified starches"	0	0	0	0	2	0	0	0	0	18	86	43	0	3	3	6	81	49	43	44	
090930	"Cumin seeds"	0	0	14	0	0	44	0	0	6	0	0	2	25	2	0	0	3	1	4	43	
220850	"Gin and Geneva"	0	0	0	0	0	0	0	23	38	28	39	0	0	0	0	0	13	1	12	43	
220870	"Liqueurs and cordials"	0	0	0	0	0	0	0	17	20	16	18	0	0	0	0	0	11	2	9	41	
