Code;Product label;Exported value in 2018-Q3;Exported value in 2018-Q4;Exported value in 2019-Q1;Exported value in 2019-Q2;Exported value in 2019-Q3;Exported value in 2019-Q4;Exported value in 2020-Q1;Exported value in 2020-Q2;Exported value in 2020-Q3;Exported value in 2020-Q4;Exported value in 2021-Q1;Exported value in 2021-Q2;Exported value in 2021-Q3;Exported value in 2021-Q4;Exported value in 2022-Q1;Exported value in 2022-Q2;Exported value in 2022-Q3;Exported value in 2022-Q4;Exported value in 2023-Q1;Exported value in 2023-Q2;
160420;"Prepared or preserved fish (excl. whole or in pieces)";29984;32671;30938;32599;29124;32080;31166;27718;32612;43550;36904;34560;30807;40652;21748;37141;32370;31729;29834;35238;
210690;"Food preparations, n.e.s.";23377;23754;22204;19582;21586;22606;14953;7621;9553;14598;12341;13491;17326;17600;16207;16460;18791;20937;22205;22157;
160416;"Prepared or preserved anchovies, whole or in pieces (excl. minced)";14716;12204;12374;12084;11915;12698;9775;9955;12963;12974;8957;15360;14839;13885;11598;18237;14675;13358;15338;20189;
240220;"Cigarettes, containing tobacco";916;968;839;624;929;531;3705;43;1336;3206;1571;220;5015;6805;3032;8102;8551;11959;7111;16759;
030617;"Frozen shrimps and prawns, even smoked, whether in shell or not, incl. shrimps and prawns in ...";5323;5583;5500;11115;10284;8682;8834;7288;7564;11722;14704;22434;17576;19745;22418;18684;21850;17402;15826;15553;
160415;"Prepared or preserved mackerel, whole or in pieces (excl. minced)";14416;17271;15038;15947;14347;15032;12713;13772;13325;19030;16368;15299;15932;17953;13821;16878;14981;14761;11689;14464;
190240;"Couscous, whether or not prepared";4904;8637;6661;7671;6227;8357;8732;10722;9702;12369;13352;13700;9035;15213;15019;12874;7333;12480;14813;12456;
160529;"Shrimps and prawns, prepared or preserved, in airtight containers (excl. smoked)";404;38;296;493;876;1277;1640;2125;4016;3489;3939;5877;5927;7252;4894;9702;10260;12476;10365;11023;
160521;"Shrimps and prawns, prepared or preserved, not in airtight containers (excl. smoked)";17336;14566;15510;22044;21643;16769;15803;5629;12350;20044;14994;14155;16056;18407;8187;9335;10977;11368;6655;9747;
081120;"Frozen raspberries, blackberries, mulberries, loganberries, black-, white- or red currants ...";54;218;233;184;206;1547;921;1436;505;1777;2277;7578;1087;11653;16265;33720;4711;5459;5035;7913;
081190;"Frozen fruit and nuts, uncooked or cooked by steaming or boiling in water, whether or not sweetened ...";5370;2408;2848;7139;5665;1973;2425;6906;5416;2487;3445;8010;10152;2931;3386;17309;11264;2873;2716;7163;
151590;"Fixed vegetable fats and oils and their fractions, whether or not refined, but not chemically ...";5953;5927;7669;8311;7707;9285;8618;6687;8561;9950;9822;10197;8562;11086;14283;16660;4852;6047;10682;7037;
030760;"Snails, live, fresh, chilled, frozen, salted, dried or in brine, even smoked, with or without ...";1123;889;1413;6534;680;1411;512;7228;1132;865;1294;7235;2004;934;1112;5876;1121;747;668;6627;
190219;"Uncooked pasta, not stuffed or otherwise prepared, not containing eggs";1413;2302;1425;1956;2136;2529;2428;1903;1640;1515;2320;2181;2281;3391;2746;4385;3976;3661;6756;6163;
330129;"Essential oils, whether or not terpeneless, incl. concretes and absolutes (excl. those of citrus ...";8362;6372;6842;7523;7823;4326;3690;6253;5364;5879;4847;7171;6769;6136;4721;6400;4545;4216;5527;6001;
030631;"Rock lobster and other sea crawfish "Palinurus spp., Panulirus spp. and Jasus spp.", whether ...";2807;1461;1436;2119;2879;1911;992;576;2461;375;711;1895;2229;57;1390;2282;4189;1072;3214;5586;
170490;"Sugar confectionery not containing cocoa, incl. white chocolate (excl. chewing gum)";3991;4382;5125;4704;4032;5573;4488;1905;3753;4450;4931;3825;4878;6954;5027;4733;3881;5143;5302;5007;
151219;"Sunflower-seed or safflower oil and their fractions, whether or not refined, but not chemically ...";6925;10211;1397;4744;6192;9991;9252;6332;4303;5640;4104;817;3238;2159;4593;170;1499;830;2763;4855;
040719;"Fertilised birds' eggs for incubation (excl. of domestic fowls)";1859;2297;2707;2499;2364;2369;2732;3260;6037;5083;6178;6480;5722;6531;8283;7884;6173;6482;7001;4853;
200190;"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar ...";4241;4706;4085;3406;3560;3235;3231;3082;2906;4406;2158;2309;2685;4009;3227;3711;3835;4279;4766;3718;
150790;"Soya-bean oil and its fractions, whether or not refined (excl. chemically modified and crude)";1744;2027;2115;1892;1537;1171;5563;13218;3900;5267;4451;9848;14330;17166;12561;35830;14748;6016;5891;3535;
220299;"Non-alcoholic beverages (excl. water, fruit or vegetable juices, milk and beer)";2220;2698;2912;2325;2364;3023;2660;1842;2406;2753;5024;3806;3252;3410;3865;4004;3547;4091;4637;3519;
200850;"Apricots, prepared or preserved, whether or not containing added sugar or other sweetening ...";3429;2832;2167;1305;2831;2462;975;754;3101;1473;1994;3202;4618;2615;1488;1812;4513;3471;2948;2997;
040630;"Processed cheese, not grated or powdered";13767;11734;14104;15738;12705;7955;7545;11753;4300;4717;7602;1821;4087;6682;5080;4261;3252;1741;3379;2895;
200210;"Tomatoes, whole or in pieces, prepared or preserved otherwise than by vinegar or acetic acid";2744;1802;2407;3141;2044;2738;2110;1101;1409;1545;1755;3962;3142;2784;2869;3889;2128;2063;2393;2604;
240210;"Cigars, cheroots and cigarillos containing tobacco";15108;14671;15081;15138;17750;18522;7071;134;1313;3596;1616;767;5425;3788;2831;5209;6778;6003;8245;2449;
190590;"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ...";1612;1755;1794;1552;1538;1783;1701;951;829;1190;3307;3070;2280;2073;1730;2207;2803;3038;3141;2427;
030616;"Frozen cold-water shrimps and prawns "Pandalus spp., Crangon crangon", even smoked, whether ...";11601;10888;11693;6230;5217;5712;6292;4966;4996;5375;3623;3535;2492;2596;2898;2333;1148;3488;2133;2257;
200599;"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar, non-frozen ...";1174;1111;1724;1856;1618;1170;1615;1248;1449;1462;1935;1801;1524;2308;1921;1952;1789;2366;2175;2242;
040891;"Dried birds' eggs, not in shell, whether or not sweetened (excl. egg yolks)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;1238;939;1755;2073;2060;
240399;"Chewing tobacco, snuff and other manufactured tobacco and manufactured tobacco substitutes, ...";0;0;0;0;0;0;0;0;1;66;68;333;410;1875;82;351;395;454;1374;2051;
330190;"Extracted oleoresins; concentrates of essential oils in fats, fixed oils, waxes and the like, ...";1367;1270;1175;1954;1036;1511;506;2412;1186;2514;1351;2733;1890;1652;1384;1760;1334;2036;1272;2024;
190230;"Pasta, cooked or otherwise prepared (excl. stuffed)";787;1243;1439;1401;1111;1087;1620;2325;1205;1820;2152;1286;1885;1889;2934;3645;3852;3225;2590;2017;
240319;"Smoking tobacco, whether or not containing tobacco substitutes in any proportion (excl. water-pipe ...";0;0;0;1;1;2;259;0;149;184;112;10;238;477;146;1162;1156;1842;1026;1797;
220429;"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...";962;285;1992;1383;1227;236;1868;250;988;673;1734;347;77;25;1626;257;226;279;1678;1692;
190531;"Sweet biscuits";913;950;930;1184;885;1670;981;675;1186;1671;1225;1112;1070;1667;1622;2035;1951;2141;1838;1613;
230990;"Preparations of a kind used in animal feeding (excl. dog or cat food put up for retail sale)";851;515;367;361;444;371;401;676;7739;2931;909;800;838;796;934;1159;1092;1892;1480;1597;
170410;"Chewing gum, whether or not sugar-coated";341;752;665;582;391;363;314;269;627;626;710;617;597;488;530;666;626;928;1176;1341;
210210;"Active yeasts";1723;2040;2137;1839;2294;1774;2217;2169;2203;2191;2564;1854;1717;1354;1791;2045;1689;1371;1339;1287;
200819;"Nuts and other seeds, incl. mixtures, prepared or preserved (excl. prepared or preserved with ...";933;1831;1569;935;1234;1529;1177;1475;1584;1413;1727;1055;522;1422;1171;540;897;740;1134;1192;
040150;"Milk and cream of a fat content by weight of > 10%, not concentrated nor containing added sugar ...";0;53;67;88;72;103;217;91;205;217;359;448;466;854;798;940;850;864;1227;1177;
160414;"Prepared or preserved tunas, skipjack and Atlantic bonito, whole or in pieces (excl. minced)";675;413;566;473;331;366;449;445;566;810;927;686;409;870;710;783;289;915;788;1175;
200912;"Orange juice, unfermented, Brix value <= 20 at 20°C, whether or not containing added sugar ...";1994;565;995;2713;3024;770;638;2132;553;82;190;2215;1031;759;358;1983;1583;813;468;1130;
382319;"Fatty acids, industrial, monocarboxylic; acid oils from refining (excl. stearic acid, oleic ...";1166;625;920;694;643;1044;1314;1049;2230;1729;1386;3026;1289;3569;1825;3237;1920;3608;1471;1082;
030611;"Frozen rock lobster and other sea crawfish "Palinurus spp.", "Panulirus spp." and "Jasus spp.", ...";279;145;32;1255;715;508;715;658;337;230;293;974;1022;710;390;2402;849;793;237;1068;
200919;"Orange juice, unfermented, whether or not containing added sugar or other sweetening matter ...";358;661;553;418;198;509;304;229;125;280;534;1023;196;239;381;605;826;966;781;1055;
151800;"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, ...";810;467;762;567;868;1016;1194;250;1134;1058;1222;1378;2392;2190;3193;3004;3752;2275;2112;1052;
220421;"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...";1416;2027;1663;1654;1720;1999;774;400;584;508;234;549;483;517;522;848;702;806;928;1047;
180690;"Chocolate and other preparations containing cocoa, in containers or immediate packings of <= ...";366;385;602;678;301;573;455;461;386;803;611;216;560;573;430;518;1137;1316;1653;954;
030569;"Fish, salted or in brine only (excl. fillets, offal, herring, cod, anchovies, tilapia, catfish, ...";1055;1141;1303;1309;834;1289;1160;440;1076;1463;1116;1009;1242;887;815;769;753;855;764;952;
030563;"Anchovies "Engraulis spp.", salted or in brine only (excl. fillets and offal)";1044;1659;546;969;1065;1389;755;1564;2548;2619;1796;2938;3070;1536;1325;2063;1826;1429;425;934;
030639;"Crustaceans, fit for human consumption, whether in shell or not, live, fresh or chilled (excl. ...";185;487;147;139;240;336;142;350;200;138;114;277;273;335;192;303;659;1161;552;925;
200897;"Mixtures of fruits, nuts and other edible parts of plants, prepared or preserved, whether or ...";391;802;631;519;637;590;525;319;336;471;352;783;902;576;626;707;671;454;598;807;
220830;"Whiskies";15;11;3;7;9;13;263;0;84;192;107;15;294;441;129;619;679;896;461;778;
240311;"Water-pipe tobacco (excl. tobacco-free. See subheading note 1.)";0;0;0;0;0;0;0;0;0;0;0;0;0;61;249;337;750;596;668;776;
110311;"Groats and meal of wheat";0;142;184;119;33;166;267;389;171;670;1144;635;140;1649;1685;479;268;627;1121;710;
150990;"Olive oil "EU cat. 4 and 5" and fractions obtained from the fruit of the olive tree solely ...";2075;4370;2906;714;3420;869;208;12;157;607;1995;1086;202;145;2058;3902;24;402;826;687;
220110;"Mineral waters and aerated waters, not containing added sugar, other sweetening matter or flavoured";32;32;34;27;91;127;82;5;10;51;38;12;229;246;132;389;571;499;593;643;
030635;"Cold-water shrimps and prawns "Pandalus spp., Crangon crangon", whether in shell or not, live, ...";363;282;377;559;594;388;390;63;428;256;258;541;650;386;296;712;419;404;382;632;
170310;"Cane molasses resulting from the extraction or refining of sugar";1350;369;282;406;1514;669;0;2259;370;1433;313;1500;1529;0;0;0;0;760;801;632;
200490;"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar or acetic ...";78;40;36;53;103;70;13;75;52;121;1681;1805;1458;342;50;10;82;175;196;622;
030615;"Frozen Norway lobsters "Nephrops norvegicus", even smoked, whether in shell or not, incl. lobsters ...";369;391;75;508;476;265;296;627;464;192;127;546;343;843;269;614;587;375;543;605;
220210;"Waters, incl. mineral and aerated, with added sugar, sweetener or flavour, for direct consumption ...";615;550;921;1250;624;511;570;957;731;590;840;657;528;399;520;835;762;906;841;550;
030632;"Lobsters "Homarus spp.", whether in shell or not, live, fresh or chilled";10;29;4;6;0;10;0;0;0;0;6;13;4;1;1;15;241;159;237;515;
190410;"Prepared foods obtained by swelling or roasting cereals or cereal products, e.g. corn flakes";0;78;75;54;89;100;56;12;119;86;103;161;206;140;129;219;106;289;370;501;
330119;"Essential oils of citrus fruit, whether or not terpeneless, incl. concretes and absolutes (excl. ...";3653;50;18;2625;2317;9;134;1187;1806;202;88;436;1286;162;303;898;768;444;72;495;
030571;"Shark fins, smoked, dried, salted or in brine";152;124;482;201;39;0;242;26;225;317;316;265;116;251;461;107;239;275;373;468;
220300;"Beer made from malt";614;950;841;1363;1174;934;1113;1360;946;1465;1647;766;1184;1151;772;28;725;696;852;467;
200899;"Fruit and other edible parts of plants, prepared or preserved, whether or not containing added ...";643;449;499;510;614;450;349;161;264;271;251;272;244;336;341;398;380;342;481;437;
030549;"Smoked fish, incl. fillets (excl. offal, Pacific salmon, Atlantic salmon, Danube salmon, herring, ...";0;21;0;0;0;0;0;0;0;0;0;0;142;323;253;331;310;411;289;436;
240290;"Cigars, cheroots, cigarillos and cigarettes consisting wholly of tobacco substitutes";183;239;270;290;230;236;88;0;0;44;0;0;1;63;49;129;144;191;242;424;
081290;"Fruit and nuts, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ...";33;19;45;70;33;66;68;32;30;70;86;55;39;40;42;79;539;12;39;397;
200939;"Single citrus fruit juice, unfermented, Brix value > 20 at 20°C, whether or not containing ...";21;9;11;146;379;185;63;149;8;10;48;43;4;14;340;324;108;351;201;373;
151790;"Edible mixtures or preparations of animal or vegetable fats or oils and edible fractions of ...";3561;1091;2736;0;0;1;0;1;534;73;6636;6276;2254;2175;0;2002;50;0;0;342;
200830;"Citrus fruit, prepared or preserved, whether or not containing added sugar or other sweetening ...";157;123;355;338;257;238;335;189;218;340;317;207;182;196;312;266;235;291;373;340;
030712;"Oysters, even in shell, frozen";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127;68;204;301;
210410;"Soups and broths and preparations therefor";170;701;875;1055;410;647;1256;1538;1227;890;2573;1354;544;917;1670;763;160;858;1117;280;
200799;"Jams, jellies, marmalades, purées or pastes of fruit, obtained by cooking, whether or not containing ...";76;229;132;88;77;105;91;143;114;172;111;119;82;148;210;150;199;542;164;275;
030614;"Frozen crabs, even smoked, whether in shell or not, incl. crabs in shell, cooked by steaming ...";282;18;28;104;51;85;64;0;359;149;3;214;364;49;238;344;219;86;139;269;
030719;"Oysters, even in shell, smoked, dried, salted or in brine";98;73;77;168;181;127;70;15;229;234;290;255;268;257;308;310;400;303;334;210;
220890;"Ethyl alcohol of an alcoholic strength of < 80% vol, not denatured; spirits and other spirituous ...";475;287;221;524;637;373;184;1;11;18;1;3;152;198;151;167;185;186;186;195;
210330;"Mustard flour and meal, whether or not prepared, and mustard";46;79;55;68;57;63;49;56;26;36;73;74;50;48;3;26;33;34;171;194;
040711;"Fertilised eggs for incubation, of domestic fowls";0;0;0;0;0;0;0;0;0;0;0;0;161;0;0;23;11;72;0;186;
210390;"Preparations for sauces and prepared sauces; mixed condiments and seasonings (excl. soya sauce, ...";8;20;105;137;141;34;82;100;193;188;132;135;139;52;151;111;52;95;70;186;
030539;"Fish fillets, dried, salted or in brine, but not smoked (excl. tilapia, catfish, carp, eels, ...";767;1193;664;617;340;740;572;376;614;1403;1087;1248;1529;1900;1391;988;821;875;217;182;
200990;"Mixtures of fruit juices, incl. grape must, and vegetable juices, unfermented, whether or not ...";31;57;57;56;52;39;43;34;42;17;122;81;59;73;167;288;212;120;114;180;
190532;"Waffles and wafers";285;232;266;599;774;807;433;246;618;271;1071;733;692;468;478;552;372;311;244;177;
200290;"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid (excl. whole or in ...";328;282;531;477;157;296;644;411;615;818;669;375;82;515;529;498;302;1163;1581;168;
030890;"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates ...";107;48;37;30;73;152;96;75;170;52;74;62;423;411;223;55;236;273;45;166;
200931;"Single citrus fruit juice, unfermented, Brix value <= 20 at 20°C, whether or not containing ...";62;3;441;62;7;0;137;0;92;0;228;12;62;17;165;71;50;45;204;165;
200520;"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid (excl. frozen)";20;15;79;141;156;96;44;140;261;329;288;313;395;425;236;160;152;146;151;154;
081400;"Peel of citrus fruit or melons, incl. watermelons, fresh, frozen, dried or provisionally preserved ...";133;32;419;223;119;76;173;86;116;92;233;153;84;149;387;153;152;56;101;150;
030792;"Molluscs, even in shell, frozen (excl. oysters, scallops of the genera Pecten, Chlamys or Placopecten, ...";257;199;139;542;645;816;1140;191;1072;597;1535;2557;953;581;870;607;627;9;611;149;
200911;"Frozen orange juice, unfermented, whether or not containing added sugar or other sweetening ...";97;152;728;828;197;127;66;123;0;47;159;575;70;82;203;498;458;847;243;141;
200880;"Strawberries, prepared or preserved, whether or not containing added sugar or other sweetening ...";476;546;499;206;323;200;66;336;197;63;182;226;169;262;255;216;207;223;160;140;
110290;"Cereal flours (excl. wheat, meslin and maize)";60;167;113;138;142;143;133;211;97;175;347;156;124;149;521;147;170;182;394;138;
160558;"Snails, prepared or preserved (excl. smoked and sea snails)";56;210;92;108;109;181;106;79;104;14;23;93;54;50;0;88;0;89;0;132;
180620;"Chocolate and other food preparations containing cocoa, in blocks, slabs or bars weighing > ...";0;0;0;10;0;0;0;1;7;6;15;2;4;11;25;166;150;178;267;131;
151710;"Margarine (excl. liquid)";601;478;592;663;423;721;954;416;560;892;1387;869;1437;1036;2200;1769;1387;2769;1018;120;
220900;"Vinegar, fermented vinegar and substitutes for vinegar obtained from acetic acid";118;145;254;195;65;192;250;250;179;565;380;296;142;199;315;127;82;248;372;119;
180632;"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg (excl. ...";38;139;309;351;155;334;357;226;154;350;566;753;233;411;386;399;24;145;49;117;
110100;"Wheat or meslin flour";1471;1889;2712;870;70;229;265;286;117;77;299;165;132;4;64;302;0;424;251;115;
170290;"Sugars in solid form, incl. invert sugar and chemically pure maltose, and sugar and sugar syrup ...";60;65;48;38;71;37;2;70;49;11;89;15;30;1;47;0;0;0;103;108;
071290;"Dried vegetables and mixtures of vegetables, whole, cut, sliced, broken or in powder, but not ...";351;289;468;267;366;178;429;210;221;350;291;153;435;337;165;560;200;197;352;100;
160554;"Cuttlefish and squid, prepared or preserved (excl. smoked)";0;0;0;0;16;1;0;9;17;12;2;0;0;0;0;7;18;140;72;91;
330210;"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, with a basis of ...";420;89;211;452;357;640;332;202;610;390;319;279;449;267;178;233;139;163;120;90;
180631;"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg, filled";68;84;121;39;9;289;106;6;10;12;6;172;11;0;81;27;274;2;24;88;
030633;"Crabs, whether in shell or not, live, fresh or chilled";38;0;25;29;9;5;0;0;0;0;7;0;0;0;0;0;16;3;76;84;
330112;"Oils of sweet and bitter orange, whether or not terpeneless, incl. concretes and absolutes ...";0;8;1;134;0;1;21;70;9;81;0;177;51;207;64;155;161;113;65;73;
151620;"Vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...";254;683;707;423;306;404;625;373;816;65;269;19;20;11;24;11;480;5;53;72;
200979;"Apple juice, unfermented, Brix value > 20 at 20°C, whether or not containing added sugar or ...";63;57;49;55;51;59;56;49;41;44;40;37;30;36;26;42;41;37;47;70;
330130;"Resinoids";52;72;153;46;128;4;0;0;114;142;0;101;173;50;37;0;29;0;0;69;
210500;"Ice cream and other edible ice, whether or not containing cocoa";0;15;0;16;40;24;0;0;0;0;17;0;19;4;19;3;18;6;6;67;
040900;"Natural honey";95;64;88;73;52;60;139;51;11;35;26;26;41;52;76;41;51;54;50;66;
200110;"Cucumbers and gherkins, prepared or preserved by vinegar or acetic acid";27;29;14;38;18;47;56;39;45;65;29;43;58;26;52;57;35;50;43;66;
151560;"Microbial fats and oils and their fractions, whether or not refined, but not chemically modified";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;78;41;64;
040390;"Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, ...";1;1;4;6;4;3;4;207;286;190;3;10;2;5;67;50;49;58;63;61;
160100;"Sausages and similar products, of meat, meat offal, blood or insects; food preparations based ...";0;0;53;62;38;27;93;4;42;37;107;304;60;40;173;292;125;240;221;60;
160559;"Molluscs, prepared or preserved (excl. smoked, oysters, scallops, mussels, cuttle fish, squid, ...";0;0;0;4;11;10;17;9;0;11;9;68;34;35;54;75;42;12;34;60;
190490;"Cereals (excl. maize [corn]) in grain or flake form or other worked grains, pre-cooked or otherwise ...";0;3;0;0;0;0;0;12;55;128;179;66;60;81;106;69;64;48;19;60;
110319;"Groats and meal of cereals (excl. wheat and maize)";36;54;73;70;70;61;167;112;73;165;161;165;112;105;228;149;112;145;204;49;
200559;"Unshelled beans "Vigna spp., Phaseolus spp.", prepared or preserved otherwise than by vinegar ...";0;2;1;0;3;0;3;5;0;0;15;1;1;0;0;0;0;0;0;45;
030691;"Rock lobster and other sea crawfish "Palinurus spp., Panulirus spp. and Jasus spp.", whether ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;168;118;0;42;
160510;"Crab, prepared or preserved (excl. smoked)";11;26;65;28;77;0;0;0;0;0;0;39;0;0;33;46;0;11;134;36;
151190;"Palm oil and its fractions, whether or not refined (excl. chemically modified and crude)";0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;778;0;35;
160231;"Meat or offal of turkeys "Gallus domesticus", prepared or preserved (excl. sausages and similar ...";53;50;29;72;48;37;80;191;27;253;122;21;58;123;188;16;0;4;8;32;
200390;"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid (excl. ...";94;7;226;154;136;55;112;115;0;2;206;276;118;52;45;0;0;0;23;32;
040610;"Fresh cheese "unripened or uncured cheese", incl. whey cheese, and curd";2;5;6;8;0;0;0;26;2;0;31;68;39;33;164;55;39;38;41;31;
210220;"Inactive yeasts; other dead single-cell micro-organisms (excl. packaged as medicaments)";56;33;17;64;50;12;30;3;10;53;168;69;3;1;69;6;2;2;95;31;
110429;"Grains of cereals, hulled, pearled, sliced, kibbled or otherwise worked (excl. rolled, flaked, ...";0;0;0;0;0;0;0;9;11;0;294;148;0;3;216;0;0;161;150;30;
210320;"Tomato ketchup and other tomato sauces";5;31;4;19;8;18;13;39;6;6;11;5;6;11;53;9;11;13;16;29;
040110;"Milk and cream of a fat content by weight of <= 1%, not concentrated nor containing added sugar ...";3;2;11;18;12;7;6;6;25;15;10;21;35;9;37;28;25;42;75;28;
200791;"Citrus fruit jams, jellies, marmalades, purées or pastes, obtained by cooking, whether or not ...";45;69;36;64;36;51;40;6;8;17;65;31;90;89;80;40;38;48;26;27;
030636;"Shrimps and prawns, whether in shell or not, live, fresh or chilled (excl. cold-water shrimps ...";7;5;11;35;36;0;0;48;85;46;28;99;93;88;63;135;71;5;1;24;
220860;"Vodka";2;4;3;2;2;2;1;0;0;0;0;0;0;1;0;1;2;3;4;24;
200820;"Pineapples, prepared or preserved, whether or not containing added sugar or other sweetening ...";55;10;2;28;92;11;17;16;75;24;31;43;27;19;50;33;27;10;23;23;
200949;"Pineapple juice, unfermented, Brix value > 20 at 20°C, whether or not containing added sugar ...";62;57;51;41;20;54;51;24;53;52;61;48;15;39;45;74;48;21;38;22;
210230;"Prepared baking powders";46;17;123;57;0;6;48;273;125;42;253;96;10;15;309;8;13;25;159;22;
200929;"Grapefruit juice, unfermented, Brix value > 20 at 20°C, whether or not containing added sugar ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;
210420;"Food preparations consisting of finely homogenised mixtures of two or more basic ingredients, ...";9;0;59;53;0;21;0;46;38;106;0;40;0;97;22;27;17;0;0;19;
220410;"Sparkling wine of fresh grapes";22;50;20;17;15;102;8;0;0;0;1;2;6;2;0;0;23;0;5;17;
170191;"Refined cane or beet sugar, containing added flavouring or colouring, in solid form";28;8;44;42;0;8;23;69;61;29;208;71;2;17;138;2;1;3;157;16;
160419;"Prepared or preserved fish, whole or in pieces (excl. minced, merely smoked, and salmon, herrings, ...";0;0;0;4;115;1;30;0;0;0;0;6;0;0;0;0;0;14;0;15;
040120;"Milk and cream of a fat content by weight of > 1% but <= 6%, not concentrated nor containing ...";102;72;63;88;111;163;132;28;71;70;120;91;39;69;137;123;48;73;18;14;
110423;"Hulled, pearled, sliced, kibbled or otherwise worked maize grains (excl. rolled, flaked, pellets ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;
160250;"Prepared or preserved meat or offal of bovine animals (excl. sausages and similar products, ...";0;1;13;7;9;10;8;0;2;12;6;15;4;2;4;10;0;5;1;12;
021020;"Meat of bovine animals, salted, in brine, dried or smoked";0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;11;
110419;"Rolled or flaked grains of cereals (excl. oats)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;
190120;"Mixes and doughs of flour, groats, meal, starch or malt extract, not containing cocoa or containing ...";0;75;0;0;1;4;1;0;0;1;2;3;0;2;0;0;0;0;1;11;
330290;"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, based on one or ...";31;60;27;379;67;57;48;6;7;0;9;21;14;71;73;82;144;97;104;11;
